id,content,IF,SHF,CD,Ch,SF,EF,SM,Op
12293,4、核查配置参数，,0,0,0,1,0,0,0,0
12294,图2 小区的配置 2）  CPRI速率核查：,0,0,0,1,0,0,0,0
12295, 无法满足2个4T4R 20M小区的建立。,0,0,0,0,1,0,0,0
12296,  基站只配置1块LBBPd3单板，,0,0,0,0,1,0,0,0
12297, 当基站用户数超1200时出现拥塞；,0,1,0,0,0,0,0,0
12298, 15分钟的CCE利用率并不高，,1,0,0,0,0,0,0,0
12299, RRU的参考信号功率不能修改成152,0,0,0,0,1,0,0,0
12300,核心网修改参数后，,0,0,0,0,0,0,1,0
12301,基站配置核查 从Probe测试现象，,0,0,0,1,0,0,0,0
12302, 首先怀疑邻区漏配或是配置错误导致无法完成切换流程，,0,1,0,0,1,0,0,0
12303, 通过DBS转MML工具转换成MML文件后检查了该基站的异频切换配置,0,0,0,1,0,0,1,0
12304,   信令分析：,0,0,0,1,0,0,0,0
12305,为进一步分析UE上报A4事件后，,0,0,0,1,0,0,0,0
12306, 对基站的UU口及S1口跟踪信令进行了分析。,0,0,0,1,0,0,0,0
12307,（1）基站侧抓包，,0,0,1,0,0,0,0,0
12308, 通过近端PnP 跟踪，,0,0,1,0,0,0,0,0
12309, 确认PTN主用L3设备DHCP报文收发情况，,0,0,0,1,0,0,0,0
12310,客户在对比邻区关系是发现：,0,0,0,1,0,0,0,0
12311, 通过无线网优2. 0提取“每PRB上检测到的干扰噪声的平均值”，,0,0,1,0,0,0,0,0
12312," 核查干扰平均值为-96dBm,",0,0,0,1,0,0,0,0
12313, PRB轮询从RB0开始出现干扰，,0,1,0,0,0,0,0,0
12314, 初步推测存在外部干扰源。,0,0,0,1,0,0,0,0
12315,1. 2. 2 被叫侧分析 被叫号码：,0,0,0,1,0,0,0,0
12316, 立即开始寻呼用户。,0,0,0,0,0,0,0,1
12317,"查询小区15日1700点时间段内告警信息,",0,0,0,1,0,0,0,0
12318, 小区1700左右出现了网元启动事件（单板掉电）的告警，,0,0,0,0,0,0,0,1
12319,2.  告警原因分析 对于ALM-26270 制式间通信异常告警，,0,1,0,1,0,0,0,0
12320,   另一个制式的基站安装但是未配置导致基站反复复位。,0,1,0,0,1,0,0,0
12321, 其他基站也会出现X2链路告警，,0,1,0,0,0,0,0,0
12322, 经过查看其他基站出现该告警后随后消除，,0,0,0,1,0,0,0,0
12323,C国S市FDD900 VoLTE丢包率高，,1,0,0,0,0,0,0,0
12324, VoLTE下行高丢包小区占比为0. 25%，,1,0,0,0,0,0,0,0
12325, 高于其他地市,1,0,0,0,0,0,0,0
12326, 判断出错在哪个入网阶段，,0,0,0,1,0,0,0,0
12327,由此确认出现“射频单元维护链路异常告警”是由于基带板重新启动引起的。,0,1,0,0,0,0,0,1
12328,图3 上行PRB占用统计相关指标变化趋势图 从上图的话统分析可以得到以下结论：,0,0,0,1,0,0,0,0
12329, 相反还有0. 2个PRB的抬升。,1,0,0,0,0,0,0,0
12330,3、 配置自适应盲A1的门限CSFallBackHo. BlindHoA1ThdRsrp，,0,0,0,0,0,0,1,0
12331,4、 开启UMTS灵活分层开关HoAlgoSwitch中的子开关UtranCsfbSteeringSwitch ,0,0,0,0,0,0,0,1
12332,5、 Idle态情况配置制式优先级CSFallBackBlindHoCfg. IdleCsfbHighestPri；,0,0,0,0,0,0,1,0
12333,将其删除后在U2000上重新 启动PNP开站，,0,0,0,0,0,0,0,1
12334, 可正常建立OMCH通道。,0,0,0,0,0,0,0,1
12335,1、首先检查小区配置是否超出基带板规格：,0,0,0,1,0,0,0,0
12336, 基站配置2块UBBP基带板 小区配置为高铁场景（2个2T2R的RRU双拼成1个2T4R小区，,0,0,0,0,0,0,1,0
12337, LST EUCELLSECTOREQM查询物理小区个数以及绑定的基带板关系：,0,0,0,1,0,0,0,0
12338, 核心网发送上下文释放请求去释放UE，,0,1,0,0,0,0,0,1
12339, 从而导致切换失败；,0,1,0,0,0,0,0,0
12340, 是由于LTE侧的机柜类型配置错误导致的（现网默认用的是虚拟机柜）。,0,0,0,0,1,0,0,0
12341,1. 1 PDCP分析 网络侧133跟踪记录了下行从服务器端接收到的字节数，,0,0,1,1,0,0,0,0
12342, 按时间累加 估算101302秒接收到的文件速率为 (1360736184-1355765176)*8bit/byte/1024/1024=37. 92Mbit/s 按上面的方法对PDCP速率估算得到如下图形，,0,0,0,1,0,0,0,0
12343, 速率掉0从101635开始，,1,0,0,0,0,0,0,0
12344,HA移动LTE网络12月14日凌晨对LS县82个站点进行新MME入POOL割接，,0,0,0,0,0,0,0,1
12345, 发现无线掉线率和切换成功率指标开始劣化。,1,0,0,0,0,0,0,0
12346, 信令传输时不再是IMSI而是网络给IMSI分配的TMSI，,0,0,0,0,0,0,0,1
12347, 定位异常终端需通过信令中的异常终端的TMSI，,0,0,0,1,0,0,0,0
12348, 经过客户授权通过GUTI在MME网管中查询用户的IMSI，,0,0,0,1,0,0,0,0
12349, 再推动客户通过关客户的综合调度平台查询用户的手机号码，,0,0,0,1,0,0,0,0
12350, 对用户进行回访确定用户使用的终端类型。,0,0,0,1,0,0,0,0
12351,5、执行DSP CPRILBR查询5号小区所在的CPRI链路上的速率能力，,0,0,0,1,0,0,0,1
12352, 检测传输是否正常，,0,0,0,1,0,0,0,0
12353,3、检查DSCP值是否被修改,0,0,0,1,0,0,0,0
12354,    查看下行DSCP是否被修改：,0,0,0,1,0,0,0,0
12355,RNC侧执行命令DSP IPPM;,0,0,0,0,0,0,0,1
12356, 原因是现场BBU电压不稳，,1,0,0,0,0,0,0,0
12357, 基站会用30s左右时间读取DB数据字典，,0,0,0,0,0,0,0,1
12358, 在开始读之前就会置DB不可用标记，,0,0,0,0,0,0,0,1
12359, 会再置DB可用标记，,0,0,0,0,0,0,1,0
12360,LTE侧修改配置，,0,0,0,0,0,0,1,0
12361, 配置盲切换优先级为非,0,0,0,0,0,0,1,0
12362,基站跟踪分析 从基站S1跟踪分析，,0,0,0,1,0,0,0,0
12363, 5s后即下发attach reject，,0,1,0,0,0,0,0,0
12364, 在UE开机的时候UE首先会检测EMM信息，,0,0,0,1,0,0,0,0
12365, 发现UE中存储的IMSI和虚拟USIM卡中的信息不一致，,0,0,0,0,1,0,0,0
12366, 就会删除当前UE中所存储的所有EMM信息，,0,0,0,0,0,0,0,1
12367,修改3G返回4G的门限，,0,0,0,0,0,0,1,0
12368,排除终端TCP窗口问题。,0,0,0,1,0,0,0,0
12369,4）通过MAC抓包和交换机wireshark抓包都能看到传输数据流,0,0,1,0,0,0,0,0
12370, 临时在交换机上增加传输通过，,0,0,0,0,0,0,1,0
12371,1、检查DBS3900-LTE站点硬件连接，,0,0,0,1,0,0,0,0
12372, 看是否现场施工时将BBU侧GE传输线连接端口错误，,0,0,0,1,0,0,0,0
12373, 现场检查连接线缆正常；,0,0,0,1,0,0,0,0
12374,中国区FDD小区上报RRU配置不一致告警。,0,0,0,0,1,0,0,0
12375, 在基站侧使用灌包手段进行验证。,0,0,0,0,0,0,0,1
12376,TOP小区问题定位 1. 3. 1,0,0,0,1,0,0,0,0
12377," 配置及组网排查 排查升级后的告警及操作记录,",0,0,0,1,0,0,0,0
12378,分析室内分布系统设计图纸，,0,0,0,1,0,0,0,0
12379, 收缩F站点覆盖，,0,0,0,0,0,0,0,1
12380,新建站点添加IPPATH后会默认激活IPPM，,0,0,0,0,0,0,0,1
12381, 此时上报告警则为启动激活失败；,0,1,0,0,0,0,0,0
12382,LTE网络新MME入POOL割接后切换指标劣化分析案例,1,0,0,0,0,0,0,1
12383, 仅有部分手机异常，,0,1,0,0,0,0,0,0
12384, 怀疑是手机CA能力或者兼容性问题；,0,0,0,1,0,0,0,0
12385, 判断为电信FDD-LTE基站的信号。,0,0,0,1,0,0,0,0
12386,搬迁调整后RSRP ,0,0,0,0,0,0,1,0
12387, 查看21号端口是否被占用。,0,0,0,1,0,0,0,0
12388,2. 分析终端能力：,0,0,0,1,0,0,0,0
12389,更换终端，,0,0,0,0,0,0,1,0
12390, 下载速度依然不达标，,1,0,0,0,0,0,0,0
12391,TDS退网未拔出TDS侧主控，,0,1,0,0,0,0,0,0
12392, 拔除7槽TDS主控板,0,0,0,0,0,0,0,1
12393,5、检查21号端口是否被成功释放在cmd命令行执行命令：,0,0,0,1,0,0,0,0
12394,首先检查告警，,0,0,0,1,0,0,0,0
12395,确认站点为C板15M小区，,0,0,0,1,0,0,0,0
12396, 其次确认小区带宽为15M；,0,0,0,1,0,0,0,0
12397,26）频点进行更改，,0,0,0,0,0,0,0,1
12398,发生rru全部离线的一般原因有：,0,1,0,0,0,0,0,0
12399,1. 用电笔对接入电的检查，,0,0,0,1,0,0,0,0
12400, 排除接电故障 ,0,0,0,1,0,0,0,0
12401,2. 通过对光模块、光纤的更换，,0,0,0,0,0,0,0,1
12402,3. 通过拔插 、更换板位，,0,0,0,0,0,0,1,1
12403,4. 通过后台网管查询该站数据，,0,0,0,1,0,0,0,0
12404, 基带板仍无法正常运行，,0,1,0,0,0,0,0,0
12405, 用光纤对基带板进行自还，,0,0,0,0,0,0,0,1
12406,切换的enodeb：,0,0,0,0,0,0,0,1
12407, 测试1Gbps峰值速率时，,0,0,0,1,0,0,0,0
12408, 曾经配置了多个协议里面未定义的CA频段组合。,0,0,0,0,0,0,1,0
12409,3、检查eNodeB到S-GW配置，,0,0,0,1,0,0,0,0
12410, 发现基站上仅配置了1个S-GW，,0,0,0,0,1,0,0,0
12411, 现场的UGW上共配置了6个S-GW IP。,0,0,0,0,0,0,1,0
12412,BTS3900 SDR改造风扇未更换导致MRFUd单通道最大发射功率受限40W,1,1,0,0,0,0,0,0
12413, 小区建立失败的原因为基带单元异常，,0,1,0,0,0,0,0,0
12414, 小区建立失败过程中最开始有提示未知错误，,0,1,0,0,0,0,0,0
12415, 后续基带单元异常。,0,1,0,0,0,0,0,0
12416,1、尝试使用histudio修改终端属性。,0,0,0,0,0,0,1,1
12417,（1） 当基站出现频偏（或相偏）后，,0,1,0,0,0,0,0,0
12418, 表现在空口上为载波的相位偏差，,1,0,0,0,0,0,0,0
12419, 导致相互干扰。,0,1,0,0,0,0,0,0
12420,在M2000上用MOD RETTILT修改站点电子下倾角，,0,0,0,0,0,0,1,0
12421, 修改后的值用MML命令查询显示电子下倾角已经修改成功，,0,0,0,1,0,0,0,1
12422, 但在M2000的MIT中查询站点的配置文件发现配置文件中的电子下倾角值没有更新，,0,1,0,1,0,0,0,0
12423,RLC SDU理论峰值速率=（RLC SDU Size*TB Number）/TTI=320*12/10=384kbps RLC PDU理论峰值速率=（RLC PDU Size*TB Number）/TTI=336*12/10=403. 3kbps 工具统计机制分析 1 测试UE为U120手机使用的高通芯片，,0,0,0,1,0,0,0,0
12424,激活配置文件后，,0,0,0,0,0,0,0,1
12425, 同时对其他站点进行检查，,0,0,0,1,0,0,0,0
12426, 由于该站点不具备纯PTN网络条件，,0,1,0,0,0,0,0,0
12427, 而SDH包MTU设置为1535字节，,0,0,0,0,0,0,1,0
12428, 低于纯PTN网络的1800字节。,1,0,0,0,0,0,0,0
12429,为了验证ANR功能，,0,0,0,1,0,0,0,0
12430,三、 操作日志查询 查询操作日志未发现有相关影响的操作修改记录。,0,0,0,1,0,0,0,0
12431,对寻呼周期与寻呼消息发送次数进行优化  参数名称 原值 优化值,0,0,0,0,0,0,1,0
12432,   按照先试点区域评估，,0,0,0,1,0,0,0,0
12433, 具体的参数修改时间与区域范围如下：,0,0,0,0,0,0,1,0
12434,UL Signal Instant Deterioration表示为信号突然恶化，,1,0,0,0,0,0,0,0
12435, 干扰导致信号突然出现解调困难，,0,1,0,0,0,0,0,0
12436, RSRP和SINR突降的现象。,1,0,0,0,0,0,0,0
12437,2、 提交终端部门处理；,0,0,0,0,0,0,0,1
12438,查询以上五个站点的RRU型号，,0,0,0,1,0,0,0,0
12439,异频频点配置过多引起终端A5概率性上报超时导致NSA锚点切换失败,0,1,0,0,1,0,0,0
12440, 需要固定TM3。,0,0,0,0,0,0,0,1
12441, 以上3个原因均为切换出准备失败。,0,1,0,0,0,0,0,0
12442,案例Y局点开启事件ANR后添加异常邻区问题处理,0,0,0,0,0,0,0,1
12443,开启异频MR订阅导致VOLTE高掉话问题处理案例,0,1,0,0,0,0,0,1
12444,传输6150设备单板端口数据配置异常引起速率低问题,1,0,0,0,1,0,0,0
12445,3G基站从RNC6900割接至RNC6910后未正确添加用户面数据导致小区激活失败,0,1,0,0,0,0,1,0
12446, 终端侧丢包是非常严重的，,0,1,0,0,0,0,0,0
12447, 该参数设置的越小，,0,0,0,0,0,0,1,0
12448, 由HARQ重传导致的无线资源开销越小，,1,1,0,0,0,0,0,0
12449, 但无线链路的可靠性越低；,1,0,0,0,0,0,0,0
12450,eMSC配置Stnsr数据将TAC/LAC的路由指向配置错误处理后目前eSRVCC已恢复正常，,0,0,0,0,1,0,0,0
12451,参数核查 后台对该站点参数进行核查，,0,0,0,1,0,0,0,0
12452,4、上站排查属于光模块与光纤连接不牢导致，,0,1,0,1,0,0,0,0
12453, 调整后告警消失，,0,0,0,0,0,0,1,0
12454, 重新升级基站版本成功。,0,0,0,0,0,0,1,0
12455,3）将红框字段修改为,0,0,0,0,0,0,1,0
12456, 并保存关闭文件；,0,0,0,0,0,0,0,1
12457,   合路器隔离度排查 该站点为DCS,0,0,0,1,0,0,0,0
12458, 现场先将DCS1800和CDMA信源断开，,0,0,0,0,0,0,0,1
12459, 测试发现TxPower明显改善，,0,0,0,1,0,0,0,0
12460, 导致在新的网管同步测量失败，,0,1,0,0,0,0,0,0
12461, 现场手动开启测量后，,0,0,0,0,0,0,0,1
12462,互调产物阶数越高，,1,0,0,0,0,0,0,0
12463, 能量越小，,1,0,0,0,0,0,0,0
12464,参数(定时器)优化、邻区优化参数不合理导致掉话掉线率低的网优技术案例,1,0,0,0,1,0,1,0
12465,1、  首先分析前台测试LOG，,0,0,0,1,0,0,0,0
12466,1. 2 话统分析 RRC连接建立失败都是由于RRC NoReply导致。,0,1,0,1,0,0,0,0
12467,图3 终端上报PCI为93的测量报告 通过X2口信令跟踪可以看出1393基站向1391基站发送了切换请求，,0,0,0,1,0,0,0,1
12468, 但是最终切换失败。,0,1,0,0,0,0,0,0
12469,观察邻区测量，,0,0,0,1,0,0,0,0
12470, 发现测试点周边邻区RSRP也较强，,1,0,0,0,0,0,0,0
12471,GSM缺少CSFB相关LICENSE导致被叫语音回落失败,0,1,0,0,0,0,0,0
12472,7.  针对FTP服务器进行上行UDP灌包，,0,0,0,0,0,0,0,1
12473, 排除空口异常。,0,0,0,1,0,0,0,0
12474,3. 在网络侧删除C网络3G小区的P网LTE邻频点，,0,0,0,0,0,0,0,1
12475,因此可能是由于H厂家和E厂家侧对QCI7的RLC模式设置不一致，,0,0,0,0,1,0,0,0
12476, 而E厂家不支持不同RLC模式间切换导致。,0,1,0,0,0,0,0,0
12477,从RRC成功率关联分析可知，,0,0,0,1,0,0,0,0
12478, RACH接入失败主要出现在eNodeB收到Msg3之前。,0,1,0,0,0,0,0,0
12479,传输侧删除通向新网管的路由后，,0,0,0,0,0,0,0,1
12480,因官方终端库与现网不匹配导致FDD渗透率过低,1,0,0,0,1,0,0,0
12481,由于AAU版本与基站版本不匹配导致5G小区无法建立问题分析,0,1,0,0,1,0,0,0
12482, 首先将假负载接到天线端跳线口，,0,0,0,0,0,0,0,1
12483, 观察到UMTS的RTWP抬高，,1,0,0,0,0,0,0,0
12484, 将假负载接到合路器后侧，,0,0,0,0,0,0,0,1
12485, 观察UMTS的RTWP基本无变化，,0,0,0,1,0,0,0,0
12486, 排查跳线，,0,0,0,1,0,0,0,0
12487, 发现跳线接头有虚接问题，,0,1,0,0,0,0,0,0
12488, 重新制作接头，,0,0,0,0,0,0,0,1
12489,操作日志排查，,0,0,0,1,0,0,0,0
12490,添加角度，,0,0,0,0,0,0,0,1
12491, 超出了pRRU的发射功率。,1,0,0,0,0,0,0,0
12492,GSM弱覆盖导致CSFB未接通,0,0,0,0,1,0,0,0
12493, 使用RRU3172进行扩容，,0,0,0,0,0,0,0,1
12494, 扩容后出现上报频点超出RRU频段范围告警。,1,0,0,0,0,0,0,1
12495,5、查询指导书，,0,0,0,1,0,0,0,0
12496,采用摸排、整改方案 现场摸排分布系统，,0,0,0,1,0,0,0,0
12497, 耦合器耦合口衰减为7dB，,1,0,0,0,0,0,0,0
12498, 导致该楼平层内天线整体输出较弱。,1,0,0,0,0,0,0,0
12499,分析PreambleID、Error RAR ID和TA的汇总结果，,0,0,0,1,0,0,0,0
12500, 由东向西测试VOLTE时，,0,0,0,1,0,0,0,0
12501, 主叫不能正常切换，,0,1,0,0,0,0,0,0
12502, 回落到2G,0,1,0,0,0,0,0,0
12503,当“控制模式”取值为“手动模式”时，,0,0,0,0,0,0,1,0
12504, 这个错误码是RRM重载后自己返回的错误；,0,0,0,0,0,0,0,1
12505,查询切换请求中的UE能力，,0,0,0,1,0,0,0,0
12506,   通过配置确认，,0,0,0,1,0,0,0,0
12507, 导致校验出现异常，,0,1,0,0,0,0,0,0
12508, 从而出现切换失败。,0,1,0,0,0,0,0,0
12509,日常VoLTE指标监控时发现：,0,0,0,1,0,0,0,0
12510,  丢包均为下行 PDCP 空口丢包。,0,1,0,0,0,0,0,0
12511, 是内部CHR中最后10条信令中的码流查看UE上下文释放消息的原因值列表说明的部分截图，,0,0,0,1,0,0,0,0
12512,核查基站无线流量较低，,1,0,0,1,0,0,0,0
12513, 前期已更换基站主控板、传输光模块、尾纤，,0,0,0,0,0,0,1,0
12514, 与前期规划数据进行对比，,0,0,0,1,0,0,0,0
12515,   15个小区存在“小区PCI冲突告警”，,0,1,0,0,0,0,0,0
12516, 邻区的PCI冲突会导致SINR下降，,1,1,0,0,0,0,0,0
12517,500 Server Internal error导致VOLTE未接通问题处理,0,1,0,0,0,0,0,0
12518, 我们先后关闭了TDS/GSM900/DCS1800三个系统的发射功率，,0,0,0,0,0,0,0,1
12519, 通过实时频谱分析，,0,0,0,1,0,0,0,0
12520,通过U2000的性能监控或者执行MML命令DSP UEONLINEINFO，,0,0,0,1,0,0,0,1
12521, 查看relay上行覆盖RSRP，,0,0,0,1,0,0,0,0
12522,3  网元侧调试日志分析发现问题规律 经分析网元侧的调试日志，,0,0,0,1,0,0,0,0
12523, 发现未上报文件准备好通知的原因如下：,0,1,0,0,0,0,0,0
12524, 会导致较大的多普勒频率偏移，,1,0,0,0,0,0,0,0
12525, 造成子载波间干扰，,0,1,0,0,0,0,0,0
12526, 降低系统对RACH随机接入信号的解调性能。,0,0,0,0,0,0,0,1
12527,图9 软失效后进入系统还原流程日志记录 分析SRE日志，,0,1,0,1,0,0,0,1
12528, 确认激活起来中，,0,0,0,1,0,0,0,0
12529, 4个数据核均检测到大量ECC中断计数信息，,0,1,0,1,0,0,0,0
12530, 且该计数每次清除中断后，,0,0,0,0,0,0,0,1
12531, 均会持续上报，,0,1,0,0,0,0,0,0
12532, 确认为硬失效引起；,0,0,0,1,0,0,0,0
12533, 也请电梯厂家对自己的控制线路进行了检查，,0,0,0,1,0,0,0,0
12534, 对部分屏蔽效果差的线缆进行了更换。,0,0,0,0,0,0,1,0
12535,6、DSP RRU查看RRU拉远距离发现RRU拉远距离为30. 7KM，,0,0,0,1,0,0,0,0
12536, 发现多次存在在D频段VOLTE业务挂机后，,0,1,0,0,0,0,0,0
12537, 由于RRC 连接释放重选至F频段后，,0,0,0,0,0,0,0,1
12538, F频段不连读覆盖，,0,1,0,0,0,0,0,0
12539, 导致VOLTE业务测试覆盖较差。,1,0,0,0,0,0,0,0
12540,C国S项目中ATAE Cluster M2000系统上扩容一套PRS系统后，,0,0,0,0,0,0,1,0
12541, 登录OSMU发现设备S3900磁盘阵列均显示红色告警状态，,0,1,0,0,0,0,0,1
12542,5. 修改端口0的端口属性为电口，,0,0,0,0,0,0,1,0
12543,服务器发包机制差异与传输限速导致LTE下载速率波动较大,1,1,0,0,0,0,0,0
12544,2、执行MOD SECTOR命令，,0,0,0,0,0,0,0,1
12545, 修改端口信息，,0,0,0,0,0,0,1,0
12546,通过验证FDD/TDD重选，,0,0,0,1,0,0,0,0
12547,   4）Z厂商后台信令显示为准备失败，,0,1,0,0,0,0,0,0
12548, 信令里面指示语义错误,0,1,0,0,0,0,0,0
12549,根据在U2000网管MML中根据命令DSP SFP查到收光低于400微瓦，,1,0,0,1,0,0,0,0
12550, 判断BBU端口收光低。,1,0,0,1,0,0,0,0
12551,F大学城广东科学中心-0（PCI-338）主覆盖方向无法收到该小区信号，,0,1,0,0,0,0,0,0
12552, 核对站点现场经纬度与规划一致，,0,0,0,1,0,0,0,0
12553,基本要素核查 1）外部事件与历史操作检查。,0,0,0,1,0,0,0,0
12554,近端登录BTS3205E设备；,0,0,0,0,0,0,0,1
12555,小区正常建立，,0,1,0,0,0,0,0,0
12556,从2015年1月4号到1月16号XXD频段基站一直存在由于传输资源受限导致的ERAB建立成功率低问题,1,0,0,0,1,0,0,0
12557,从楼层测试图可以分析这每层每个天线出口信号都处于较弱水平。,1,0,0,1,0,0,0,0
12558,由于目前的版本无法检验现场场景导致基站上报licesne告警但是CHK无结果的问题,0,1,0,0,0,0,0,0
12559, 依次排查馈线、避雷器、GPS蘑菇头 排查工具：,0,0,0,1,0,0,0,0
12560,1、首先排查主控板是否损坏，,0,0,0,1,0,0,0,0
12561, 查看主控板是否有ALM告警闪烁，,0,0,0,1,0,0,0,0
12562, 如果有可以尝试插拔主控板或者更换新的主控板；,0,0,0,0,0,0,1,1
12563,在开通NB前，,0,0,0,0,0,0,0,1
12564, 查看该站点的License信息、告警信息均正常未发现异常，,0,0,0,1,0,0,0,0
12565, 通过MML命令加载NB开站脚本，,0,0,0,0,0,0,0,1
12566, 站点开通后，,0,0,0,0,0,0,0,1
12567, 网管上报配置数据超出License限制告警，,1,0,0,0,0,0,0,0
12568, 发现发射功率能力（TDD）超限，,1,0,0,0,0,0,0,0
12569, 在NB开通过程中并未调整TDD的发射功率；,0,0,0,0,1,0,0,0
12570, 则根据本小区子帧和特殊子帧配比转化成对应的帧偏置（7. 0与8. 0SPC130 \\8. 1的差异体现在这一点）。,0,0,0,0,0,0,1,0
12571,（2）有个小区大量S1切换失败是向联通邻区切换，,0,1,0,0,0,0,0,0
12572,客户高层投诉VOLTE掉话 Problem Details1. What Occurred客户高层投诉掉话，,0,1,0,0,0,0,0,0
12573, 客户配合进行测试复现问题，,0,0,0,1,0,0,0,0
12574, 请帮忙通过信令分析掉话原因，,0,0,0,1,0,0,0,0
12575, 多谢 2. How Occurred 3. Impacts 4. What have done T国T运营商高层客户投诉在入住某一酒店时频繁出现VOLTE掉话现象,0,1,0,0,0,0,0,0
12576,5、进一步分析RRU模块日志，,0,0,0,1,0,0,0,0
12577, 该模块从2015-7-23 1638就开始反复产生发射通道增益异常告警，,0,1,0,0,0,0,0,0
12578, 当启动模拟负载时输出功率会增大，,1,0,0,0,0,0,0,1
12579,PCI混淆，,0,1,0,0,0,0,0,0
12580, 造成锚点切换链路异常,0,1,0,0,0,0,0,0
12581,OM通但是lte基站无法激活 Problem DetailsLTE新开站点，,0,1,0,0,0,0,0,0
12582, 检测OM通道成功、下载基站软件成功、下载基站配置成功，,0,0,0,1,0,0,0,0
12583, 在激活基站时失败，,0,1,0,0,0,0,0,0
12584, 登录OSMU后台对基站进行ping操作，,0,0,0,0,0,0,0,1
12585, 可以ping通基站IP。,0,0,0,0,0,0,0,1
12586,对RLC PDCP参数组的ID的引用从1修改至,0,0,0,0,0,0,1,0
12587, 即RLCMODE从UM模式修改至AM模式，,0,0,0,0,0,0,1,0
12588,当CSFB终端占用近端开站小区后造成终端附着网络失败。,0,1,0,0,0,0,0,0
12589,1. 查看层间消息 RRCPHYCELLSEARCHINGIND，,0,0,0,1,0,0,0,0
12590,2. 在SIB1消息中查看当前小区的最小接收电平为 -64×2 = -128 dBm，,0,0,0,1,0,0,0,0
12591,3. 查看层间消息 RRCMMPLMNSEARCHREQ，,0,0,0,1,0,0,0,0
12592,因参数设置原因导致VOLTE寻呼时延长问题,1,0,0,0,1,0,0,0
12593,1、使用DSP BRD，,0,0,0,0,0,0,0,1
12594, 查询单板状态，,0,0,0,1,0,0,0,0
12595,（6） 通过光衰检查发现，,0,0,0,1,0,0,0,0
12596, DCU的1号端口与60号Rhub光衰过大，,1,0,0,0,0,0,0,0
12597, 需要检查BBU到DCU的0号端口以及DCU 1号端口到Rhub,0,0,0,1,0,0,0,0
12598,对比升级前后其它相关指标，,0,0,0,1,0,0,0,0
12599, 虽然MCS下降了，,1,0,0,0,0,0,0,0
12600,筛选TOP小区，,0,0,0,1,0,0,0,0
12601, 通过FMA筛选TOP15小区，,0,0,0,1,0,0,0,0
12602, 15个TOP小区的平均MCS降低幅度明显：,1,0,0,0,0,0,0,0
12603, 图 2 TOP站点/小区分析 进一步分析这15个TOP小区分属2个TOP站点HL200239和HL200236，,0,0,0,1,0,0,0,0
12604, 基站侧使用命令LCK BRD锁定主控板，,0,0,0,0,0,0,0,1
12605, 将NodeB 压缩修改为不压缩，,0,0,0,0,0,0,1,0
12606, 再修改为普通压缩，,0,0,0,0,0,0,1,0
12607, 基站侧使用命令LCK BRD锁定主控板，,0,0,0,0,0,0,0,1
12608, 将NodeB 压缩修改为不压缩，,0,0,0,0,0,0,1,0
12609, 再修改为普通压缩，,0,0,0,0,0,0,1,0
12610,2. 复位问题小区对应槽位的基带板，,0,0,0,0,0,0,0,1
12611,因UE不支持UM模式，,0,1,0,0,0,0,0,0
12612, 并把报文发送到网管服务器IP(172. 22. 255. 11)，,0,0,0,0,0,0,0,1
12613, 通过网管服务器确认是否接收和响应DHCP报文，,0,0,0,1,0,0,0,0
12614, 可以在网管的DHCP配置管理—服务器信息中查看，,0,0,0,1,0,0,0,0
12615,（4）处抓包，,0,0,1,0,0,0,0,0
12616, 核查该处没有收到网管服务器响应的DHCP报文并送往基站，,0,1,0,0,0,0,0,0
12617, 让传输技术人员深入检查PTN L3及其他相关数据配置，,0,0,0,1,0,0,0,0
12618, 发现相关配置错误，,0,0,0,0,1,0,0,0
12619," 修改后DHCP报文发送到基站,",0,0,0,0,0,0,0,1
12620, 基站远程下发数据业务,0,0,0,0,0,0,0,1
12621,确认因为RRC用户数 License不足导致新用户接入失败 ,0,1,0,0,1,0,0,0
12622, 确认一线只申请了一个RRC Connected User License，,0,1,0,1,0,0,0,0
12623, 所以导致只能存在一台CPE能够接入,0,1,0,0,0,0,0,0
12624,对TOP100小区的CQI优良率指标进行分析，,0,0,0,1,0,0,0,0
12625, 去除其中的最差的10个小区后，,0,0,0,0,0,0,0,1
12626,Q922链路通信质量下降告警导致接入指标恶化,1,0,0,0,0,0,0,0
12627,经检查，,0,0,0,1,0,0,0,0
12628,大话务场景下由于流控原因导致的RRC建立失败,0,1,0,0,0,0,0,0
12629,2、 基站上检查TRACE结果,0,0,0,1,0,0,0,0
12630,(10)'添加网元类型'chr,0,0,0,0,0,0,1,0
12631,   但是日志又报TDNODEB网元类型已经安装，,0,0,0,0,0,0,0,1
12632, 除 MiFi 外其它终端无法稳定驻留在4G网络。,0,1,0,0,0,0,0,0
12633,TAI信息配置错误导致S1切换成功率低,1,0,0,0,1,0,0,0
12634,问题信令和CHR日志分析,0,0,0,1,0,0,0,0
12635," 但未下发RRC release携带Utran频点,",0,1,0,0,0,0,0,0
12636," 最终核心网将用户释放,",0,1,0,0,0,0,0,0
12637,单板未配置 0,0,0,0,0,1,0,0,0
12638,1. 3 MAC层分析 103跟踪记录的是eNB上行解调的数据，,0,0,0,1,0,0,0,0
12639, MAC处理后在45帧5号子帧上报到RLC层。,0,0,0,0,0,0,0,1
12640,（3）将两端的port缓存值都修改为512KB，,0,0,0,0,0,0,1,0
